School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2024-2025,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2023-11262,Annual Vacancy,Filled,2nd grade Math/Science/Social Studies Teacher - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,4/22/2024,5/13/2024,"103427,103426"
2024-2025,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-11275,Annual Vacancy,Filled,1st grade ELA Teacher - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,4/22/2024,5/10/2024,"103422,103423"
2024-2025,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-11279,Annual Vacancy,Filled,2nd grade ELA Teacher - IDEA A.W. Brown Academy (24-25),2,0,IDEA A.W. Brown Academy,"Tarrant County, TX",Full-Time,4/22/2024,5/10/2024,"103428,103429"
2023-2024,Operations,Enrollment,Not Applicable,2023-11322,Mid-Year Vacancy,Filled,Marketing Intern - (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Intern,4/22/2024,6/4/2024,"102332,102333"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11347,Annual Vacancy,Filled,Food Service Specialist - IDEA Lakeland (24-25),2,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,5/8/2024,6/27/2024,"3418,3419"
2024-2025,Operations,Enrollment,Not Applicable,2023-11356,Mid-Year Vacancy,Filled,Intern - Enrollment Systems and Compliance (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Intern,4/23/2024,7/25/2024,"100642,100780"
2024-2025,Operations,Transportation,Bus Driver (Shared),2023-11399,Mid-Year Vacancy,Filled,Bus Driver - IDEA Yukon (Immediate Opening),2,0,IDEA Yukon,"Permian Basin, TX",Full-Time,4/23/2024,8/6/2024,"103155,103156"
2024-2025,Headquarters,Special Programs,Education Diagnostician,2023-11423,Annual Vacancy,Filled,Educational Diagnostician - Upper RGV (24-25),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,5/3/2024,5/7/2024,"101127,103536"
2024-2025,Headquarters,Special Programs,Speech Language Pathologist,2023-11425,Annual Vacancy,Filled,Speech Language Pathologist - Upper RGV (24-25),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,4/26/2024,5/1/2024,"103300,103301"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11502,Annual Vacancy,Filled,Food Service Specialist - IDEA Carver (24-25),2,0,IDEA Carver,"San Antonio, TX",Full-Time,5/1/2024,6/12/2024,"90251,90259"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-11512,Annual Vacancy,Filled,Food Service Specialist Substitute - IDEA Converse (24-25),2,0,IDEA Converse,"San Antonio, TX",Part-Time,6/3/2024,6/5/2024,"100968,102359"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-11516,Annual Vacancy,Filled,Food Service Specialist Substitute - IDEA Walzem (24-25),2,0,IDEA Walzem,"San Antonio, TX",Part-Time,4/30/2024,7/10/2024,"102635,90239"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11564,Annual Vacancy,Filled,Food Service Specialist - IDEA Mays (24-25),2,0,IDEA Mays,"San Antonio, TX",Full-Time,5/2/2024,6/20/2024,"101159,103090"
2024-2025,Headquarters,Special Programs,Education Diagnostician,2023-11577,Annual Vacancy,Filled,Educational Diagnostician - Lower RGV (24-25),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,5/3/2024,5/6/2024,"103544,103545"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11587,Annual Vacancy,Filled,Food Service Specialist - IDEA Travis (24-25),2,0,IDEA Travis,"Permian Basin, TX",Full-Time,5/2/2024,6/18/2024,"20098,20208"
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-11623,Mid-Year Vacancy,Filled,Custodian - IDEA Pharr  (Immediate Opening),2,0,IDEA Pharr,"Mid Rio Grande Valley, TX",Full-Time,5/20/2024,6/21/2024,"90933,91028"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11656,Annual Vacancy,Filled,Food Service Specialist - IDEA Alamo (24-25),2,0,IDEA Alamo,"Mid Rio Grande Valley, TX",Full-Time,5/7/2024,6/6/2024,"102987,90206"
2023-2024,Operations,Health,Not Applicable,2023-11707,Mid-Year Vacancy,Filled,Intern - Health Services - (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Intern,5/9/2024,6/7/2024,"100713,95705"
2024-2025,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-11723,Annual Vacancy,Filled,After School Enrichment Specialist - IDEA Owassa  (24-25),2,0,IDEA Owassa,"Mid Rio Grande Valley, TX",Part-Time,6/14/2024,6/21/2024,"100982,101143,"
2024-2025,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-11727,Mid-Year Vacancy,Filled,Afterschool Enrichment Specialist - IDEA Harlingen (Immediate Opening),2,0,IDEA Harlingen,"Lower Rio Grande Valley, TX",Part-Time,5/8/2024,8/1/2024,"100886,102262"
2024-2025,Headquarters,Special Programs,Speech Language Pathologist,2023-11768,Annual Vacancy,Filled,Speech Language Pathologist - San Antonio (24-25),2,0,San Antonio Regional Office,"San Antonio, TX",Full-Time,5/14/2024,5/21/2024,"98735,94480"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11784,Annual Vacancy,Filled,Food Service Specialist- Mesquite Hills (24-25),2,0,IDEA Mesquite Hills,"El Paso, TX",Full-Time,5/14/2024,6/24/2024,"100137,102924"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-11791,Annual Vacancy,Filled,Food Service Specialist - IDEA Innovation (24-25),2,0,IDEA Innovation,Southern Louisiana,Full-Time,5/14/2024,6/26/2024,"1676,2677"
2024-2025,Headquarters,Special Programs,Licensed Specialist in School Psychology,2023-11808,Annual Vacancy,Filled,School Psychologist - Lower RGV (24-25),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,5/15/2024,5/16/2024,"103309,103310"
2023-2024,Operations,Camp Rio,Not Applicable,2023-11834,Mid-Year Vacancy,Filled,Summer Camp Counselor - IDEA Camp Rio (Immediate Opening),2,0,Camp Rio,"Rio Grande Valley, TX",Temporary,6/5/2024,6/28/2024,"101777,101750"
2024-2025,Operations,Operations Support,After School Enrichment Specialist (Shared),2023-11888,Annual Vacancy,Filled,After School Enrichment Specialist - IDEA Los Encinos (24-25),2,0,IDEA Los Encinos,"Upper Rio Grande Valley, TX",Part-Time,5/20/2024,7/22/2024,"101316,102557"
2024-2025,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-11991,Annual Vacancy,Filled,Co-Teacher - IDEA Donna Academy  (24-25),2,0,IDEA Donna Academy,"Mid Rio Grande Valley, TX",Full-Time,5/23/2024,6/13/2024,"88281,89588"
2024-2025,Instructional,School Lead Team,API (Academy),2023-12034,Annual Vacancy,Filled,Assistant Principal of Instruction - IDEA Valley View Academy (24-25),2,0,IDEA Valley View Academy,"Cincinnati, OH",Full-Time,5/22/2024,5/23/2024,"2058,3202"
2024-2025,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-12101,Annual Vacancy,Filled,Kindergarten Teacher - IDEA Hope Academy (24-25),2,0,IDEA Hope Academy,"Tampa Bay, FL",Full-Time,5/24/2024,7/8/2024,"3213,3214"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12120,Mid-Year Vacancy,Filled,Food Service Specialist Subsitute - IDEA Riverview (Immediate Opening),2,0,IDEA Riverview,"Lower Rio Grande Valley, TX",Part-Time,5/23/2024,7/26/2024,"101596,99631"
2024-2025,Headquarters,Special Programs,Not Applicable,2023-12249,Annual Vacancy,Filled,Regional Critical Student Intervention Coach - San Antonio (24-25),2,0,San Antonio Regional Office,"San Antonio, TX",Full-Time,6/11/2024,7/10/2024,"103575,103576"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-12434,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Ingram Hills (Immediate Opening),2,0,IDEA Ingram Hills,"San Antonio, TX",Full-Time,6/5/2024,7/9/2024,"91742,91744"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12534,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Elsa (Immediate Opening),2,0,IDEA Elsa,"Mid Rio Grande Valley, TX",Part-Time,6/7/2024,8/8/2024,"91386,101627"
2024-2025,Operations,Transportation,Bus Driver (Shared),2023-12650,Annual Vacancy,Filled,Bus Driver- IDEA Innovation (24-25),2,0,IDEA Innovation,Southern Louisiana,Full-Time,6/12/2024,6/20/2024,"1692,2079"
2024-2025,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-12741,Annual Vacancy,Filled,Kindergarten Teacher - IDEA River Bluff Academy (24-25),2,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,6/17/2024,7/9/2024,"3338,3339"
2024-2025,Headquarters,Special Programs,Regional Director of Special Programs,2023-12779,Annual Vacancy,Filled,Regional Director of Special Program - San Antonio (24-25),2,0,San Antonio Regional Office,"San Antonio, TX",Full-Time,6/20/2024,6/25/2024,"99733,103597"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-12801,Annual Vacancy,Filled,Food Service Specialist Substitute - IDEA Alamo (24-25),2,0,IDEA Alamo,"Mid Rio Grande Valley, TX",Full-Time,6/20/2024,6/28/2024,"97519,97973"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12834,Annual Vacancy,Filled,Food Service Specialist Substitute - IDEA Edinburg (24-25),2,0,IDEA Edinburg,"Mid Rio Grande Valley, TX",Part-Time,6/21/2024,6/27/2024,"95012,91394"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-12840,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Carver (Immediate Opening),2,0,IDEA Carver,"San Antonio, TX",Full-Time,6/21/2024,7/12/2024,"90255,90257"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12869,Annual Vacancy,Filled,Food Service Specialist Substitute - IDEA Harlingen (24-25),2,0,IDEA Harlingen,"Lower Rio Grande Valley, TX",Part-Time,6/24/2024,7/29/2024,"102702,93217"
2024-2025,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-12992,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Frontier (Immediate Opening),2,0,IDEA Frontier,"Lower Rio Grande Valley, TX",Part-Time,6/28/2024,8/15/2024,"96312,97518"
2023-2024,Operations,Facilities and Construction,Night Custodian (Shared),2023-7196,Mid-Year Vacancy,Filled,Night Custodian - IDEA Pflugerville (Immediate Opening),2,0,IDEA Pflugerville,"Greater Austin, TX",Full-Time,8/16/2023,9/7/2023,91665
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7217,Mid-Year Vacancy,Filled,School Monitor-IDEA Travis (Immediate Opening),2,0,IDEA Travis,"Permian Basin, TX",Part-Time,8/17/2023,2/13/2024,"20117,20131"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7231,Mid-Year Vacancy,Filled,School Monitor - IDEA Palmview (Immediate Opening),2,0,IDEA Palmview,"Upper Rio Grande Valley, TX",Part-Time,8/17/2023,9/11/2023,"101480,94260"
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7236,Mid-Year Vacancy,Filled,Custodian - IDEA Price Hill (Immediate Opening),2,0,IDEA Price Hill,"Cincinnati, OH",Full-Time,9/27/2023,10/19/2023,"2990,2532"
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-7253,Mid-Year Vacancy,Filled,Bus Driver - IDEA Price Hill (Immediate Opening),2,0,IDEA Price Hill,"Cincinnati, OH",Full-Time,10/23/2023,1/8/2024,"2992,2902"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7304,Mid-Year Vacancy,Filled,Food Service Specialist- IDEA Rundberg (Immediate Opening),2,0,IDEA Rundberg,"Greater Austin, TX",Full-Time,8/22/2023,8/30/2023,"90453,90449"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7366,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Robindale (Immediate Opening),2,0,IDEA Robindale Academy,"Lower Rio Grande Valley, TX",Part-Time,8/25/2023,9/21/2023,"93942,94866"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7446,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Harlingen Academy (Immediate Opening),2,0,IDEA Harlingen Academy,"Lower Rio Grande Valley, TX",Full-Time,8/30/2023,9/29/2023,"97546,102589"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7460,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Mays Academy (Immediate Opening),2,0,IDEA Mays Academy,"San Antonio, TX",Full-Time,8/30/2023,9/27/2023,"92015,92188"
2023-2024,Operations,Facilities and Construction,Night Custodian (Shared),2023-7475,Mid-Year Vacancy,Filled,Night Custodian - IDEA Sports Park (Immediate Opening),2,0,IDEA Sports Park,"Lower Rio Grande Valley, TX",Full-Time,9/13/2023,9/29/2023,"98651,99382"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7476,Mid-Year Vacancy,Filled,School Monitor - IDEA Donna Academy (Immediate Opening),2,0,IDEA Donna Academy,"Mid Rio Grande Valley, TX",Part-Time,10/2/2023,10/11/2023,"90579,102689"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7510,Mid-Year Vacancy,Filled,School Monitor - IDEA Rio Vista (Immediate Opening),2,0,IDEA Rio Vista,"El Paso, TX",Part-Time,9/8/2023,10/20/2023,"95824,96817"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7576,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Brownsville (Immediate Opening),2,0,IDEA Brownsville,"Lower Rio Grande Valley, TX",Part-Time,9/5/2023,5/23/2024,"94976,97887"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7586,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Frontier (Immediate Opening),2,0,IDEA Frontier,"Lower Rio Grande Valley, TX",Part-Time,9/5/2023,9/29/2023,"96312,97518"
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-7725,Mid-Year Vacancy,Filled,Kindergarten Teacher - IDEA Hope Academy (Immediate Opening),2,0,IDEA Hope Academy,"Tampa Bay, FL",Full-Time,9/14/2023,10/25/2023,"2245,3001"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7824,Mid-Year Vacancy,Filled,School Monitor - IDEA Mesquite Hills (Immediate Opening),2,0,IDEA Mesquite Hills,"El Paso, TX",Part-Time,11/8/2023,11/9/2023,"97340,97400"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7825,Mid-Year Vacancy,Filled,School Monitor - IDEA Los Encinos (Immediate Opening),2,0,IDEA Los Encinos,"Upper Rio Grande Valley, TX",Part-Time,9/14/2023,10/27/2023,"101060,101815"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7851,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Pflugerville College Prep (Immediate Opening),2,0,IDEA Pflugerville College Prep,"Greater Austin, TX",Full-Time,9/14/2023,3/20/2024,"102637,102638"
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7853,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Round Rock Tech Academy (Immediate Opening),2,0,IDEA Round Rock Tech Academy,"Greater Austin, TX",Full-Time,11/8/2023,11/13/2023,"100451,100452,"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7860,Mid-Year Vacancy,Filled,School Monitor - IDEA Edinburg College Prep (Immediate Opening),2,0,IDEA Edinburg College Prep,"Mid Rio Grande Valley, TX",Part-Time,9/15/2023,10/2/2023,"94576,94449"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7924,Mid-Year Vacancy,Filled,School Monitor - IDEA Tres Lagos (Immediate Opening),2,0,IDEA Tres Lagos,"Upper Rio Grande Valley, TX",Part-Time,9/19/2023,10/5/2023,"101289,94326"
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-7951,Mid-Year Vacancy,Filled,Bus Driver - IDEA Montopolis (Immediate Opening),2,0,IDEA Montopolis,"Greater Austin, TX",Full-Time,1/10/2024,4/15/2024,"96991,97012"
2023-2024,Operations,Operations Support,Bus Monitor (Shared),2023-7961,Mid-Year Vacancy,Filled,Bus Monitor - IDEA Tres Lagos (Immediate Opening),2,0,IDEA Tres Lagos,"Upper Rio Grande Valley, TX",Part-Time,9/21/2023,11/9/2023,"101224,100987"
2023-2024,Instructional,School Lead Team,API (College Prep),2023-8084,Mid-Year Vacancy,Filled,Assistant Principal of Instruction - IDEA Walzem College Prep (Immediate Opening),2,0,IDEA Walzem College Prep,"San Antonio, TX",Full-Time,9/26/2023,10/3/2023,"98663,88592"
2023-2024,Operations,Operations Support,After School Athletics Coach (College Prep),2023-8092,Mid-Year Vacancy,Filled,After School Basketball Coach-IDEA Mesa Hills College Prep (Immediate Opening),2,0,IDEA Mesa Hills College Prep,"El Paso, TX",Part-Time,9/26/2023,11/2/2023,"88673,102674"
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-8093,Mid-Year Vacancy,Filled,School Monitor - IDEA Kyle (Immediate Opening),2,0,IDEA Kyle,"Greater Austin, TX",Part-Time,9/26/2023,11/6/2023,"94152,96910"
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-8109,Mid-Year Vacancy,Filled,Bus Driver - IDEA Palmview (Immediate Opening),2,0,IDEA Palmview,"Upper Rio Grande Valley, TX",Full-Time,10/4/2023,10/5/2023,"97200,97199"
2023-2024,Headquarters,Finance,Accounting Clerk,2023-8129,Mid-Year Vacancy,Filled,Accounting Clerk (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,10/3/2023,10/12/2023,"101273,98913"
2023-2024,Operations,Operations Support,After School Athletics Coach (College Prep),2023-8252,Mid-Year Vacancy,Filled,After School Athletics Coach - IDEA McAllen College Prep (Immediate Opening),2,0,IDEA McAllen College Prep,"Upper Rio Grande Valley, TX",Part-Time,10/20/2023,1/31/2024,"102698,97902"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-8265,Mid-Year Vacancy,Filled,Food Service Substitute - IDEA Yukon (Immediate Opening),2,0,IDEA Yukon,"Permian Basin, TX",Full-Time,10/10/2023,11/8/2023,"97186,97728"
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-8267,Mid-Year Vacancy,Filled,Food Service Substitute - IDEA Travis (Immediate Opening),2,0,IDEA Travis,"Permian Basin, TX",Full-Time,10/10/2023,11/6/2023,"20126,20128"
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-8300,Mid-Year Vacancy,Filled,Bus Driver - IDEA River Bluff (Immediate Opening),2,0,IDEA River Bluff,"Jacksonville, FL",Full-Time,10/10/2023,10/25/2023,"2038,2167"
2023-2024,Headquarters,Finance,Not Applicable,2023-8394,Mid-Year Vacancy,Filled,Budget Analyst (Immediate Opening),2,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,12/13/2023,2/27/2024,"90796,91901"
