School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Shared): AR/Hot Spot,2023-7537,Mid-Year Vacancy,Filled,iLearning Hotspot Facilitator - IDEA Hope (Immediate Opening),1,0,IDEA Hope,"Tampa Bay, FL",Full-Time,9/5/2023,9/13/2023,2913
2023-2024,Instructional,Administrative Support,Tutor,2023-7543,Annual Vacancy,Filled,Tutor - IDEA Weslaco Academy (Immediate Opening),1,0,IDEA Weslaco Academy,"Lower Rio Grande Valley, TX",Part-Time,9/5/2023,11/7/2023,102614
2023-2024,Instructional,Administrative Support,Tutor,2023-7548,Mid-Year Vacancy,Filled,Tutor - IDEA Owassa College Prep  (Immediate Opening),1,0,IDEA Owassa College Prep,"Mid Rio Grande Valley, TX",Part-Time,1/8/2024,1/29/2024,97270
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7552,Mid-Year Vacancy,Filled,School Monitor - IDEA Donna College Prep (Immediate Opening),1,0,IDEA Donna Academy,"Mid Rio Grande Valley, TX",Part-Time,10/2/2023,10/3/2023,102615
2023-2024,Instructional,Teaching - Science,Teacher: 6-8 Science,2023-7565,Mid-Year Vacancy,Filled,7th Grade Science Teacher - IDEA Hope College Prep (Immediate Opening),1,0,IDEA Hope College Prep,"Tampa Bay, FL",Full-Time,9/18/2023,9/22/2023,2277
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-7566,Mid-Year Vacancy,Filled,8th Grade ELA Teacher - IDEA Hope College Prep (Immediate Opening),1,0,IDEA Hope College Prep,"Tampa Bay, FL",Full-Time,9/12/2023,9/15/2023,3091
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7567,Mid-Year Vacancy,Filled,1st grade Math/Interventionist Teacher - IDEA Bridge Academy (Immediate Opening),1,0,IDEA Bridge Academy,Southern Louisiana,Full-Time,9/28/2023,9/29/2023,1726
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-7568,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Hope College Prep (Immediate Opening),1,0,IDEA Hope College Prep,"Tampa Bay, FL",Full-Time,9/14/2023,9/18/2023,2239
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd,2023-7569,Mid-Year Vacancy,Filled,Exceptional Student Education Teacher - IDEA Hope College Prep (Immediate Opening),1,0,IDEA Hope College Prep,"Tampa Bay, FL",Full-Time,9/5/2023,12/4/2023,2367
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7570,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA McAllen (Immediate Opening),1,0,IDEA McAllen,"Upper Rio Grande Valley, TX",Full-Time,9/26/2023,10/6/2023,90338
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7571,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Tres Lagos (Immediate Opening),1,0,IDEA Tres Lagos,"Upper Rio Grande Valley, TX",Full-Time,1/10/2024,1/23/2024,90488
2023-2024,Instructional,Administrative Support,Tutor,2023-7572,Annual Vacancy,Filled,Tutor - IDEA Rio Grande City College Prep (Immediate Opening),1,0,IDEA Rio Grande City College Prep,"Upper Rio Grande Valley, TX",Part-Time,9/5/2023,9/25/2023,102617
2023-2024,Operations,Health,Licensed Practical Nurse,2023-7573,Mid-Year Vacancy,Filled,Licensed Practical Nurse - IDEA La Joya (Immediate Opening),1,0,IDEA La Joya,"Upper Rio Grande Valley, TX",Full-Time,9/5/2023,10/3/2023,96226
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7574,Mid-Year Vacancy,Filled,DI Co-Teacher - IDEA Price Hill Academy (Immediate Opening),1,0,IDEA Price Hill Academy,"Cincinnati, OH",Full-Time,9/6/2023,9/11/2023,2371
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7578,Mid-Year Vacancy,Filled,AR Zone Facilitator - IDEA Sports Park College Prep (Immediate Opening),1,0,IDEA Sports Park College Prep,"Lower Rio Grande Valley, TX",Full-Time,9/6/2023,9/15/2023,102108
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7579,Mid-Year Vacancy,Filled,School Monitor - IDEA Frontier College Prep (Immediate Opening),1,0,IDEA Frontier College Prep,"Lower Rio Grande Valley, TX",Part-Time,10/3/2023,11/14/2023,102618
2023-2024,Instructional,Administrative Support,Tutor,2023-7584,Annual Vacancy,Filled,Tutor- IDEA Rundberg Academy (Immediate Opening),1,0,IDEA Rundberg Academy,"Greater Austin, TX",Part-Time,9/6/2023,1/29/2024,102619
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-7588,Mid-Year Vacancy,Filled,Kindergarten Teacher- IDEA Parmer Park Academy (Immediate Opening),1,0,IDEA Parmer Park Academy,"Greater Austin, TX",Full-Time,9/6/2023,11/29/2023,88230
2023-2024,Instructional,Administrative Support,Administrative Assistant (College Prep),2023-7590,Mid-Year Vacancy,Filled,Administrative Assistant - IDEA Health Professions College Prep (Immediate Opening),1,0,IDEA Health Professions College Prep,"Greater Austin, TX",Full-Time,9/6/2023,11/15/2023,93396
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7601,Mid-Year Vacancy,Filled,School Monitor- IDEA Lake Houston (Immediate Opening),1,0,IDEA Lake Houston,"Greater Houston, TX",Part-Time,9/6/2023,9/20/2023,102620
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): PE,2023-7602,Mid-Year Vacancy,Filled,PE & Intervention Teacher - IDEA University Prep College Prep (Immediate Opening),1,0,IDEA University Prep College Prep,Southern Louisiana,Full-Time,9/7/2023,9/12/2023,2396
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7603,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Carver (Immediate Opening),1,0,IDEA Carver,"San Antonio, TX",Full-Time,9/13/2023,10/3/2023,90257
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-7605,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Bluff Springs College Prep (Immediate Opening),1,0,IDEA Bluff Springs College Prep,"Greater Austin, TX",Full-Time,11/28/2023,11/29/2023,96400
2023-2024,Operations,Receptionist,Receptionist (Shared),2023-7606,Mid-Year Vacancy,Filled,Receptionist - IDEA Travis (Immediate Opening),1,0,IDEA Travis,"Permian Basin, TX",Full-Time,9/7/2023,9/22/2023,20015
2023-2024,Operations,Information Systems,SIS Coordinator (Shared),2023-7607,Mid-Year Vacancy,Filled,SIS Coordinator-IDEA Travis (Immediate Opening),1,0,IDEA Travis,"Permian Basin, TX",Full-Time,9/6/2023,9/27/2023,20011
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7609,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Burke (Immediate Opening),1,0,IDEA Burke,"San Antonio, TX",Full-Time,9/6/2023,11/9/2023,100131
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7611,Mid-Year Vacancy,Filled,School Monitor - IDEA Brackenridge Academy (Immediate Opening),1,0,IDEA Brackenridge Academy,"San Antonio, TX",Part-Time,11/8/2023,12/14/2023,93372
2023-2024,Operations,Operations Support,Lunch Monitor (Shared),2023-7615,Mid-Year Vacancy,Filled,Lunch Monitor - IDEA Brackenridge College Prep (Immediate Opening),1,0,IDEA Brackenridge College Prep,"San Antonio, TX",Part-Time,12/12/2023,12/12/2023,"90564,90565"
2023-2024,Operations,Child Nutrition Program,Cafeteria Manager (Shared),2023-7617,Mid-Year Vacancy,Filled,Cafeteria Manager  - IDEA Ingram Hills (Immediate Opening),1,0,IDEA Ingram Hills,"San Antonio, TX",Full-Time,9/6/2023,10/17/2023,91456
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7618,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Edinburg (Immediate Opening),1,0,IDEA Edinburg College Prep,"Mid Rio Grande Valley, TX",Full-Time,9/6/2023,9/22/2023,90299
2023-2024,Operations,Child Nutrition Program,Cafeteria Manager (Shared),2023-7619,Mid-Year Vacancy,Filled,Cafeteria Manager - IDEA University Prep (Immediate Opening),1,0,IDEA University Prep,Southern Louisiana,Full-Time,9/7/2023,10/16/2023,1906
2023-2024,Operations,Receptionist,Receptionist (Shared),2023-7620,Mid-Year Vacancy,Filled,Receptionist - IDEA Bridge (Immediate Opening),1,0,IDEA Bridge,Southern Louisiana,Full-Time,9/11/2023,9/27/2023,1848
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7621,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Brackenridge (Immediate Opening),1,0,IDEA Brackenridge,"San Antonio, TX",Full-Time,9/6/2023,10/16/2023,90233
2023-2024,Operations,Transportation,Transportation Manager (Shared),2023-7622,Annual Vacancy,Filled,Campus Transportation Manager - IDEA Lakeland (Immediate Opening),1,0,IDEA Lakeland,"Tampa Bay, FL",Full-Time,9/7/2023,10/12/2023,3150
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7624,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Hardy College Prep (Immediate Opening),1,0,IDEA Hardy College Prep,"Greater Houston, TX",Full-Time,9/14/2023,9/21/2023,96167
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-7626,Mid-Year Vacancy,Filled,Bus Driver-IDEA Yukon (Immediate Opening),1,0,IDEA Yukon,"Permian Basin, TX",Full-Time,9/7/2023,9/20/2023,97248
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7627,Mid-Year Vacancy,Filled,Custodian - IDEA Hope (Immediate Opening),1,0,IDEA Hope,"Tampa Bay, FL",Full-Time,10/3/2023,10/12/2023,2921
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7628,Mid-Year Vacancy,Filled,Custodian - IDEA Victory (Immediate Opening),1,0,IDEA Victory,"Tampa Bay, FL",Full-Time,9/7/2023,9/21/2023,2516
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7629,Mid-Year Vacancy,Filled,Custodian - IDEA River Bluff (Immediate Opening),1,0,IDEA River Bluff,"Jacksonville, FL",Full-Time,9/7/2023,9/22/2023,2969
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7630,Mid-Year Vacancy,Filled,Custodian - IDEA Bassett (Immediate Opening),1,0,IDEA Bassett,"Jacksonville, FL",Full-Time,10/25/2023,10/29/2023,2953
2023-2024,Headquarters,Special Programs,Speech Language Pathologist,2023-7631,Mid-Year Vacancy,Filled,Speech Language Pathologist - Tarrant County (Immediate Opening),1,0,Tarrant County Regional Office,"Tarrant County, TX",Full-Time,9/21/2023,10/5/2023,102633
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7632,Mid-Year Vacancy,Filled,2nd Grade ELA Teacher - IDEA River Bluff Academy (Immediate Opening),1,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,9/12/2023,10/22/2023,2581
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7633,Mid-Year Vacancy,Filled,School Monitor- IDEA Hardy (Immediate Opening),1,0,IDEA Hardy,"Greater Houston, TX",Part-Time,9/7/2023,9/20/2023,94556
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7634,Mid-Year Vacancy,Filled,2nd Grade Math Teacher - IDEA River Bluff Academy (Immediate Opening),1,0,IDEA River Bluff Academy,"Jacksonville, FL",Full-Time,9/12/2023,1/17/2024,2750
2023-2024,Operations,Health,Licensed Practical Nurse,2023-7635,Mid-Year Vacancy,Filled,Licensed Practical Nurse - IDEA Pharr (Immediate Opening),1,0,IDEA Pharr,"Mid Rio Grande Valley, TX",Full-Time,9/7/2023,10/12/2023,100915
2023-2024,Operations,Transportation,Non-CDL SPED Driver (Shared),2023-7640,Mid-Year Vacancy,Filled,Non-CDL SPED Driver - IDEA Weslaco Pike (Immediate Opening),1,0,IDEA Weslaco Pike,"Lower Rio Grande Valley, TX",Full-Time,9/7/2023,10/3/2023,100587
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7644,Mid-Year Vacancy,Filled,2nd Grade Math Teacher - IDEA Bluff Springs Academy (Immediate Opening),1,0,IDEA Bluff Springs Academy,"Greater Austin, TX",Full-Time,9/18/2023,9/26/2023,94515
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): SpEd RISE,2023-7645,Mid-Year Vacancy,Filled,Special Education RISE Teacher - IDEA Tres Lagos Academy (Immediate Opening),1,0,IDEA Tres Lagos Academy,"Upper Rio Grande Valley, TX",Full-Time,9/7/2023,9/25/2023,97596
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7646,Mid-Year Vacancy,Filled,AR Zone Facilitator - IDEA Rio Vista Academy (Immediate Opening),1,0,IDEA Rio Vista Academy,"El Paso, TX",Full-Time,9/8/2023,10/19/2023,95647
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2023-7647,Mid-Year Vacancy,Filled,7th grade Pre-Algebra Teacher - IDEA Tres Lagos College Prep (Immediate Opening),1,0,IDEA Tres Lagos College Prep,"Upper Rio Grande Valley, TX",Full-Time,9/7/2023,9/20/2023,100257
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7648,Mid-Year Vacancy,Filled,1st Grade Math Teacher - IDEA Bluff Springs Academy (Immediate Opening),1,0,IDEA Bluff Springs Academy,"Greater Austin, TX",Full-Time,9/7/2023,10/12/2023,91437
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7653,Mid-Year Vacancy,Filled,School Monitor - IDEA University Prep (Immediate Opening),1,0,IDEA University Prep,Southern Louisiana,Part-Time,9/8/2023,10/5/2023,"3163,3164,3165,3166,3167,3168"
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7662,Mid-Year Vacancy,Filled,1st Grade ELA Co-Teacher - IDEA Southeast Academy (Immediate Opening),1,0,IDEA Southeast Academy,"Tarrant County, TX",Full-Time,9/12/2023,10/25/2023,98476
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7663,Mid-Year Vacancy,Filled,2nd grade Math Teacher - IDEA Rio Vista Academy (Immediate Opening),1,0,IDEA Rio Vista Academy,"El Paso, TX",Full-Time,9/7/2023,9/8/2023,93576
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7664,Mid-Year Vacancy,Filled,Direct Instruction Co-Teacher - IDEA Harlingen Academy (Immediate Opening),1,0,IDEA Harlingen Academy,"Lower Rio Grande Valley, TX",Full-Time,9/7/2023,9/25/2023,95633
2023-2024,Operations,Operations Support,21st Century Enrichment (Shared),2023-7665,Mid-Year Vacancy,Filled,21st Century Enrichment Specialist - IDEA Weslaco Pike (Immediate Opening),1,0,IDEA Weslaco Pike,"Lower Rio Grande Valley, TX",Part-Time,9/7/2023,9/20/2023,100998
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7667,Mid-Year Vacancy,Filled,1st grade Math Teacher - IDEA Spears Academy (Immediate Opening),1,0,IDEA Spears Academy,"Greater Houston, TX",Full-Time,9/7/2023,9/15/2023,94695
2023-2024,Headquarters,Information Systems,Not Applicable,2023-7668,Mid-Year Vacancy,Filled,Business ERP Applications Manager - (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,9/8/2023,10/30/2023,93246
2023-2024,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2023-7669,Mid-Year Vacancy,Filled,8th Grade Social Studies Teacher - IDEA Horizon Vista College Prep (Immediate Opening),1,0,IDEA Horizon Vista College Prep,"El Paso, TX",Full-Time,9/8/2023,9/15/2023,99118
2023-2024,Operations,Operations Support,After School Program Coordinator (Shared),2023-7671,Mid-Year Vacancy,Filled,After School Care Supervisor- IDEA Ingram Hills (Immediate Opening),1,0,IDEA Ingram Hills,"San Antonio, TX",Full-Time,9/8/2023,9/26/2023,102623
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7674,Mid-Year Vacancy,Filled,Special Education Rise Co-Teacher - IDEA Rio Vista Academy (Immediate Opening),1,0,IDEA Rio Vista Academy,"El Paso, TX",Full-Time,9/8/2023,10/4/2023,94250
2023-2024,Instructional,Teaching - Social Studies,Teacher: 6-8 Social Studies,2023-7675,Mid-Year Vacancy,Filled,8th grade Social Studies Pre-AP Teacher - IDEA Southeast College Prep (Immediate Opening),1,0,IDEA Southeast College Prep,"Tarrant County, TX",Full-Time,9/11/2023,9/13/2023,101944
2023-2024,Operations,Transportation,Transportation Manager (Shared),2023-7680,Mid-Year Vacancy,Filled,Transportation Manager - IDEA McAllen (Immediate Opening),1,0,IDEA McAllen,"Upper Rio Grande Valley, TX",Full-Time,9/8/2023,11/1/2023,90730
2023-2024,Operations,Transportation,SPED CDL Bus Driver (Shared),2023-7686,Mid-Year Vacancy,Filled,SPED CDL Bus Driver - IDEA Ewing Halsell (Immediate Opening),1,0,IDEA Ewing Halsell,"San Antonio, TX",Full-Time,9/8/2023,9/21/2023,97161
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-7687,Mid-Year Vacancy,Filled,8th grade ELA Pre-AP Teacher - IDEA Southeast College Prep (Immediate Opening),1,0,IDEA Southeast College Prep,"Tarrant County, TX",Full-Time,9/11/2023,10/3/2023,101942
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7689,Mid-Year Vacancy,Filled,School Monitor - IDEA Robinson College Prep (Immediate Opening),1,0,IDEA Robinson College Prep,"San Antonio, TX",Part-Time,9/8/2023,9/19/2023,102629
2023-2024,Operations,Operations Support,School Monitor (Shared),2023-7690,Mid-Year Vacancy,Filled,School Monitor - IDEA Robinson Academy (Immediate Opening),1,0,IDEA Robinson Academy,"San Antonio, TX",Part-Time,9/14/2023,10/2/2023,102631
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7692,Mid-Year Vacancy,Filled,Custodian - IDEA Walzem (Immediate Opening),1,0,IDEA Walzem,"San Antonio, TX",Full-Time,9/8/2023,9/15/2023,91062
2023-2024,Operations,Child Nutrition Program,Cafeteria Assistant Manager (Shared),2023-7694,Mid-Year Vacancy,Filled,Cafeteria Assistant Manager-IDEA Pflugerville (Immediate Opening),1,0,IDEA Pflugerville,"Greater Austin, TX",Full-Time,9/18/2023,9/20/2023,94710
2023-2024,Operations,Transportation,SPED CDL Bus Driver (Shared),2023-7695,Mid-Year Vacancy,Filled,Sped CDL Bus Driver- IDEA Parmer Park (Immediate Openng),1,0,IDEA Parmer Park,"Greater Austin, TX",Full-Time,9/11/2023,10/4/2023,89903
2023-2024,Operations,Health,Licensed Practical Nurse,2023-7697,Mid-Year Vacancy,Filled,Licensed Practical Nurse - IDEA Horizon Vista (Immediate Opening),1,0,IDEA Horizon Vista,"El Paso, TX",Full-Time,9/13/2023,9/29/2023,95981
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7698,Mid-Year Vacancy,Filled,2nd Grade ELA Teacher - IDEA Mesa Hills Academy (Immediate Opening),1,0,IDEA Mesa Hills Academy,"El Paso, TX",Full-Time,9/11/2023,9/22/2023,93527
2023-2024,Operations,Technology Operations,Campus Computer Technician (Shared),2023-7699,Mid-Year Vacancy,Filled,Campus Computer Technician - IDEA River Bluff (Immediate Opening),1,0,IDEA River Bluff,"Jacksonville, FL",Full-Time,9/11/2023,10/24/2023,2876
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-7700,Mid-Year Vacancy,Filled,Bus Driver - IDEA Bassett (Immediate Opening),1,0,IDEA Bassett,"Jacksonville, FL",Full-Time,11/9/2023,1/30/2024,2896
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7701,Mid-Year Vacancy,Filled,2nd grade Math Teacher - IDEA Robinson Academy (Immediate Opening),1,0,IDEA Robinson Academy,"San Antonio, TX",Full-Time,9/12/2023,9/22/2023,102016
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7702,Mid-Year Vacancy,Filled,2nd grade ELA Teacher - IDEA Robinson Academy (Immediate Opening),1,0,IDEA Robinson Academy,"San Antonio, TX",Full-Time,9/11/2023,9/20/2023,98995
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7703,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Mesa Hills College Prep (Immediate Opening),1,0,IDEA Mesa Hills College Prep,"El Paso, TX",Full-Time,9/11/2023,11/13/2023,93309
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7704,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA South Flores (Immediate Opening),1,0,IDEA South Flores,"San Antonio, TX",Part-Time,9/12/2023,9/14/2023,91397
2023-2024,Instructional,CTE Role,CTE Campus Role,2023-7705,Mid-Year Vacancy,Filled,CTE Nursing Science Teacher - IDEA Mesa Hills College Prep (Immediate Opening),1,0,IDEA Mesa Hills College Prep,"El Paso, TX",Full-Time,9/11/2023,9/11/2023,101884
2023-2024,Operations,Receptionist,Receptionist (Shared),2023-7709,Mid-Year Vacancy,Filled,Receptionist - IDEA Health Professions (Immediate Opening),1,0,IDEA Health Professions,"Greater Austin, TX",Full-Time,9/11/2023,1/3/2024,92099
2023-2024,Instructional,Teaching - Science,Teacher: 1-5 Science,2023-7710,Mid-Year Vacancy,Filled,5th grade Science Teacher - IDEA Palmview Academy (Immediate Opening),1,0,IDEA Palmview Academy,"Upper Rio Grande Valley, TX",Full-Time,10/24/2023,10/27/2023,101721
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2023-7711,Mid-Year Vacancy,Filled,Geometry Pre-AP Teacher - IDEA Palmview College Prep (Immediate Opening),1,0,IDEA Palmview College Prep,"Upper Rio Grande Valley, TX",Full-Time,9/11/2023,9/25/2023,99113
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7714,Mid-Year Vacancy,Filled,2nd grade Math Teacher - IDEA Weslaco Academy (Immediate Opening),1,0,IDEA Weslaco Academy,"Lower Rio Grande Valley, TX",Full-Time,9/11/2023,9/15/2023,92653
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7715,Mid-Year Vacancy,Filled,2nd grade ELA Teacher - IDEA Edgecliff Academy (Immediate Opening),1,0,IDEA Edgecliff Academy,"Tarrant County, TX",Full-Time,9/11/2023,10/11/2023,93226
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7716,Mid-Year Vacancy,Filled,iLearning Hot Spot Facilitator - IDEA Edgemere Academy (Immediate Opening),1,0,IDEA Edgemere Academy,"El Paso, TX",Full-Time,9/11/2023,9/21/2023,99891
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7717,Mid-Year Vacancy,Filled,4th grade Math Teacher - IDEA Southeast Academy (Immediate Opening),1,0,IDEA Southeast Academy,"Tarrant County, TX",Full-Time,9/11/2023,9/26/2023,101938
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-7718,Mid-Year Vacancy,Filled,Kindergarten Teacher - IDEA Sports Park Academy (Immediate Opening),1,0,IDEA Sports Park Academy,"Lower Rio Grande Valley, TX",Full-Time,9/11/2023,9/22/2023,94928
2023-2024,Operations,Information Systems,SIS Coordinator (Shared),2023-7721,Mid-Year Vacancy,Filled,SIS Coordinator - IDEA Pflugerville (Immediate Opening),1,0,IDEA Pflugerville,"Greater Austin, TX",Full-Time,9/11/2023,9/21/2023,90705
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7722,Mid-Year Vacancy,Filled,Kindergarten Co-Teacher - IDEA Edgemere Academy (Immediate Opening),1,0,IDEA Edgemere Academy,"El Paso, TX",Full-Time,9/19/2023,9/22/2023,98473
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (College Prep): AR/Hot Spot/RRC,2023-7724,Mid-Year Vacancy,Filled,Accelerated Reader Facilitator - IDEA Weslaco Pike College Prep (Immediate Opening),1,0,IDEA Weslaco Pike College Prep,"Lower Rio Grande Valley, TX",Full-Time,9/12/2023,9/18/2023,93867
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-7726,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Walzem College Prep (Immediate Opening),1,0,IDEA Walzem College Prep,"San Antonio, TX",Full-Time,9/12/2023,9/19/2023,89080
2023-2024,Operations,Child Nutrition Program,Cafeteria Manager (Shared),2023-7727,Mid-Year Vacancy,Filled,Cafeteria Manager  - IDEA Converse (Immediate Opening),1,0,IDEA Converse,"San Antonio, TX",Full-Time,9/11/2023,10/3/2023,94704
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7728,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Converse (Immediate Opening),1,0,IDEA Converse,"San Antonio, TX",Full-Time,9/12/2023,10/2/2023,96147
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7729,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Rio Vista (Immediate Opening),1,0,IDEA Rio Vista,"El Paso, TX",Part-Time,10/4/2023,10/5/2023,"93428,94204"
2023-2024,Operations,Child Nutrition Program,Cafeteria Manager (Shared),2023-7730,Mid-Year Vacancy,Filled,Cafeteria Manager  - IDEA La Joya (Immediate Opening),1,0,IDEA La Joya,"Upper Rio Grande Valley, TX",Full-Time,9/12/2023,10/6/2023,96186
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7731,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA South Flores (Immediate Opening),1,0,IDEA South Flores,"San Antonio, TX",Full-Time,9/12/2023,10/3/2023,90481
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7732,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA South Flores (Immediate Opening),1,0,IDEA South Flores,"San Antonio, TX",Full-Time,9/12/2023,10/24/2023,90476
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7733,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Mesa Hills (Immediate Opening),1,0,IDEA Mesa Hills,"El Paso, TX",Full-Time,9/12/2023,10/26/2023,99307
2023-2024,Instructional,Teaching - Social Studies,Teacher: 1-5 Social Studies/Science,2023-7734,Mid-Year Vacancy,Filled,1st Grade Social Studies/Science Teacher - IDEA Mesquite Hills Academy (Immediate Opening),1,0,IDEA Mesquite Hills Academy,"El Paso, TX",Full-Time,9/12/2023,9/26/2023,99021
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7736,Mid-Year Vacancy,Filled,AR Zone Facilitator - IDEA Mesa Hills Academy (Immediate Opening),1,0,IDEA Mesa Hills Academy,"El Paso, TX",Full-Time,9/12/2023,9/19/2023,93508
2023-2024,Operations,Child Nutrition Program,CNP Regional Manager,2023-7737,Mid-Year Vacancy,Filled,CNP Regional Manager - IDEA Southern Louisiana (Immediate Opening),1,0,Southern Louisiana Regional Office,Southern Louisiana,Full-Time,9/14/2023,10/31/2023,1696
2023-2024,Instructional,Teaching - Early Childhood Education,Teacher: PK-K,2023-7738,Mid-Year Vacancy,Filled,Kindergarten Teacher - IDEA Converse Academy (Immediate Opening),1,0,IDEA Converse Academy,"San Antonio, TX",Full-Time,10/17/2023,11/27/2023,98905
